Field Name
TOTCLGD1G
TOTCLGD2G
TOTCLGD3G
TOTCLGD4G
TOTCLGD5G
TOTCLGD6G
TOTCLGD7G
TOTCLMI1G
TOTCLMI2G
TOTCLMI3G
TOTCLMI4G
TOTCLMI5G
TOTCLMI6G
TOTCLMI7G
TOTCLMJ1G
TOTCLMJ2G
TOTCLMJ3G
TOTCLMJ4G
TOTCLMJ5G
TOTCLMJ6G
TOTCLMJ7G
TOTCLOT1G
TOTCLOT2G
TOTCLOT3G
TOTCLOT4G
TOTCLOT5G
TOTCLOT6G
TOTCLOT7G
TCHBS1
TCHBS2
TCHBS3
TCHBS4
TCHBS5
TCHBS6
TCHBS7
TCHSEC1
TCHSEC2
TCHSEC3
TCHSEC4
TCHSEC5
TCHSEC6
TCHSEC7
TCHHS1
TCHHS2
TCHHS3
TCHHS4
TCHHS5
TCHHS6
TCHHS7
TCHGD1
TCHGD2
TCHGD3
TCHGD4
TCHGD5
TCHGD6
TCHGD7
TCHPG1
TCHPG2
TCHPG3
TCHPG4
TCHPG5
TCHPG6
TCHPG7
TCHMD1
TCHMD2
TCHMD3
TCHMD4
TCHMD5
TCHMD6
TCHMD7
TCHPD1
TCHPD2
TCHPD3
TCHPD4
TCHPD5
TCHPD6
TCHPD7
TCHNR1
TCHNR2
TCHNR3
TCHNR4
TCHNR5
TCHNR6
TCHNR7
TCHCON1
TCHCON2
TCHCON3
TCHCON4
TCHCON5
TCHCON67
TCHCON8
TCHCON9
TCHRM1
TCHRM2
TCHRM3
TCHRM4
TCHRM5
TCHRM6
TCHRM7
TCHRF1
TCHRF2
TCHRF3
TCHRF4
TCHRF5
TCHRF6
TCHRF7
TCHRN1
TCHRN2
TCHRN3
TCHRN4
TCHRN5
TCHRN6
TCHRN7
TCHCM1
TCHCM2
TCHCM3
TCHCM4
TCHCM5
TCHCM6
TCHCM7
TCHCF1
TCHCF2
TCHCF3
TCHCF4
TCHCF5
TCHCF6
TCHCF7
TCHCN1
TCHCN2
TCHCN3
TCHCN4
TCHCN5
TCHCN6
TCHCN7
TLM_R1
TLM_R2
TLM_R3
TLM_R4
TLM_R5
TLM_R6
TLM_R7
TLME
TLMR
CONTIE
CONTIR
CONTI_R1
CONTI_R2
CONTI_R3
CONTI_R4
CONTI_R5
CONTI_R6
CONTI_R7
PIDAY30
PIDAYSCH
UIDAY35
UIDAYSCH
M1
M2
M3
M4
M5
ENRE11
ENRE12
ENRE13
ENRE14
ENRE15
ENRE16
ENRE17
ENRE21
ENRE22
ENRE23
ENRE24
ENRE25
ENRE26
ENRE27
ENRE31
ENRE32
ENRE33
ENRE34
ENRE35
ENRE36
ENRE37
ENRE41
ENRE42
ENRE43
ENRE44
ENRE45
ENRE46
ENRE47
ENRE51
ENRE52
ENRE53
ENRE54
ENRE55
ENRE56
ENRE57
TCH_5556M
TCH_5556F
TCH_5556T
TCH_5758M
TCH_5758F
TCH_5758T
TCH_5960M
TCH_5960F
TCH_5960T
PPTR30
UPTR35
PSCR30
USCR35
NOTCH_ASS
TCHINV
PTXT_ALL
PTXT_SC
PTXT_ST
PUNI_ALL
PUNI_SC
PUNI_ST
UTXT_ALL
UTXT_SC
UTXT_ST
UUNI_ALL
UUNI_SC
UUNI_ST
TOTCLS1G
TOTCLS2G
TOTCLS3G
TOTCLS4G
TOTCLS5G
TOTCLS6G
TOTCLS7G
